pm10,so2,co,o3,no2,kategori
55.777207208950074,6.0,23.92573573631669,32.283823824211126,13.358088087894437,3.0
41.65579406643244,3.655794066432442,27.516308900351337,36.48369109964866,9.172102966783779,3.0
23.12163188533816,9.78040797133454,8.21959202866546,20.56081594266908,3.2195920286654602,3.0
24.194718852408272,14.902640573795864,16.38943770481654,50.70792172138759,7.292078278612406,3.0
5.359127860689657,14.0,14.820436069655171,45.82043606965517,3.0,3.0
44.198106851309525,10.0,20.19810685130953,49.400946574345234,13.004732871726178,3.0
47.025965165633664,1.0519303312673303,16.025965165633664,30.077895496900997,10.922104503099005,3.0
32.66830194967659,6.442264067097883,20.0,41.66830194967659,13.442264067097883,3.0
18.45515067344254,27.27242466327873,4.817273989836194,16.54484932655746,2.727575336721269,3.0
48.038077963169584,14.0,25.266545742187077,24.65729833147376,14.190389815847912,3.0
30.1714515977321,2.514354793196306,19.514354793196304,33.85725798866051,11.828548402267899,3.0
36.85440458714092,28.0,10.71360114678523,38.42720229357046,5.42720229357046,3.0
40.75571392765505,16.24428607234495,22.24428607234495,26.267141782965155,3.2442860723449476,3.0
21.647191181192714,10.352808818807288,5.941573543578137,18.705617637614576,2.294382362385425,3.0
53.98929058138396,17.010709418616038,34.95716232553585,35.05354709308019,7.042837674464154,3.0
42.04382003189778,41.04382003189778,14.231086592238503,46.59363328017036,7.043820031897784,3.0
42.21761550716342,29.10880775358171,26.564768985673147,26.10880775358171,2.0,3.0
37.95083497172246,21.098330056555078,20.57374754241631,33.52458251413877,9.47541748586123,3.0
32.314663566789925,17.426682166050366,7.314663566789927,42.0,7.370672866420145,3.0
6.3765160488850015,15.376516048885001,37.75303209777,14.740903706689991,43.75303209777,3.0
42.65265874442474,9.305317488849488,19.69468251115051,49.30531748884949,14.610634977698977,3.0
36.947400268802795,10.539449798397905,25.0,19.4868500672007,2.486850067200698,3.0
39.61162494987633,15.082562575185506,11.694187525061835,44.61162494987633,6.0,3.0
43.708819142203964,28.716472343118415,11.291180857796036,41.141763828440794,5.8582361715592075,3.0
38.0,9.183196309318484,20.87786912712101,36.87786912712101,6.24426174575798,3.0
41.15644072234323,21.0,24.217796388283862,41.15644072234323,17.217796388283862,3.0
77.31951973871149,17.050300163305316,17.529579771372557,20.73963980403362,4.881433018710589,3.0
47.75541872675212,13.004334981401698,33.74241378254703,14.257586217452971,18.751083745350424,3.0
23.0,31.60235565157259,16.0,11.602355651572593,1.0,3.0
16.0,0.3626445627852457,5.181322281392623,41.093388593036885,3.8186777186073773,3.0
39.63479633188791,8.658699082971978,38.317398165943956,41.34130091702802,12.0,3.0
22.960958141573077,0.9804790707865386,11.941437212359617,31.01952092921346,6.9609581415730775,3.0
26.0,9.354123935797405,29.024948722956886,11.975051277043113,14.341649574318962,3.0
32.29575526352996,3.2347482454900134,27.469496490980028,31.0,13.530503509019972,3.0
49.279434995911956,21.0,22.423547996729564,48.711773998364784,15.14411300081761,3.0
44.41624558652387,10.0,6.883249117304774,51.18274382113342,17.41624558652387,3.0
42.45993489173321,28.0,7.0,49.18990233759982,8.350162770666968,3.0
47.0,23.0,14.17120145685396,44.82879854314604,4.17120145685396,3.0
22.0,20.687428840068744,15.312571159931258,27.0,2.687428840068743,3.0
45.0,19.0,16.664594400352236,49.32918880070447,8.0,3.0
10.0,6.0,23.629469768552948,5.0,8.18687107725313,3.0
49.221119760765134,15.221119760765134,27.44223952153027,49.221119760765134,5.778880239234867,3.0
14.446117427992997,16.63847064300175,12.361529356998249,38.80764678499125,7.084588070994747,3.0
44.849426082804705,10.79923477707294,7.949808694268235,35.89961738853647,7.0,3.0
5.5471680306594005,15.0,38.5471680306594,11.6320799233515,40.0,3.0
24.427897593854173,30.85579518770835,10.13948796927087,34.144204812291655,9.427897593854174,3.0
12.888110341550963,17.05594482922452,29.52797241461226,21.888110341550963,1.5279724146122595,3.0
7.5463515929453395,16.0,35.72189044232796,7.721890442327961,43.36094522116398,3.0
12.2929167068379,0.5858334136758021,6.292916706837901,24.2929167068379,2.292916706837901,3.0
21.0,8.247928444702897,41.50414311059421,42.26450088707973,8.0,3.0
49.03172127551073,8.225377020408585,26.0,31.225377020408583,18.0,3.0
49.644008826993826,14.1920117693251,37.124038250306576,77.71198234601235,8.0,3.0
67.09225557707322,15.630977691707109,6.907744422926777,41.18451115414644,9.092255577073223,3.0
30.284268321547888,14.678932919613027,15.715731678452112,35.35786583922606,13.357865839226056,3.0
19.0,14.658887719810437,27.334444611455652,29.668889222911304,12.0,3.0
33.444235933555596,15.0,11.0,42.0,12.0,3.0
34.88343933742849,23.941719668714246,20.941719668714246,44.65031801228548,3.941719668714247,3.0
34.462292127182295,13.537707872817709,12.150831491270834,27.386876381546873,6.0,3.0
39.989105719445625,15.9564228777825,11.97821143889125,26.989105719445625,6.97821143889125,3.0
26.96307669267514,22.110769921974576,11.852306770700567,29.0,8.073846614649716,3.0
16.627846606638307,3.6278466066383075,10.627846606638307,3.9417699099574612,7.686076696680846,3.0
11.382598372763647,3.0,7.617401627236353,3.0,2.8724672090787844,3.0
21.05200513544898,39.40267351393197,9.94799486455102,32.701336756965986,2.350668378482993,3.0
71.0,21.626058575674282,13.536621636292242,39.983806333202445,15.262447741586957,3.0
24.0,16.710123523695408,13.0,46.0,3.0,3.0
21.94051653899203,9.702582694960142,6.9405165389920285,17.702582694960142,3.0,3.0
38.31436436286097,3.33062348040871,4.33875303918258,27.0,9.33875303918258,3.0
40.26024053745715,20.78072161237145,9.698797312714248,43.30120268728575,18.73975946254285,3.0
14.0,19.762385516120013,13.0,28.94059637903,8.940596379030003,3.0
20.33651060930549,5.108992927129675,3.1185247550461375,20.0,6.6634893906945125,3.0
30.60161737802845,30.150404344507113,11.849595655492887,29.150404344507113,12.856935898029153,3.0
26.279917431746338,22.720082568253662,13.093305810582113,9.279917431746338,17.37322324232845,3.0
32.359207522823304,20.71841504564661,13.0,27.077622568469913,8.640792477176696,3.0
43.0,27.70616304320564,22.29383695679436,19.412326086411277,2.0,3.0
43.0,15.0,20.68929315770969,35.932120526870925,5.757172630838767,3.0
24.580377522144293,18.419622477855707,6.419622477855708,48.839244955711415,13.09811238927854,3.0
2.7588390378179666,12.517678075635933,26.241160962182033,16.7234828865461,2.2411609621820334,3.0
100.03934211996224,16.134575358183536,24.865424641816464,45.26915071636707,3.1345753581835347,3.0
21.603533311303686,1.0,8.882826649042949,44.27929333773926,4.720706662260737,3.0
23.0,14.722902243495966,7.138548878252017,30.0,2.138548878252017,3.0
40.392226787299236,21.911659819051142,13.30388660635038,38.5194330317519,14.0,3.0
26.46952617923169,17.510157940256104,22.959368238975586,39.0,12.510157940256104,3.0
48.33829364818301,25.55390211727233,7.769510586361648,46.55390211727233,7.784391530910682,3.0
39.46528077435411,14.534719225645885,34.0,35.71295896752785,5.0,3.0
42.44228733241434,14.0,10.628191554942894,42.55771266758566,5.814095777471447,3.0
37.94720847082467,24.894416941649343,24.105583058350657,29.211166116701317,11.947208470824672,3.0
26.21624654204339,4.054061635510847,5.891876728978305,31.108123271021697,5.945938364489153,3.0
38.39152829666469,6.433886813341259,24.259301923347202,16.21694340667063,10.608471703335315,3.0
10.74038119271124,8.766031345481267,32.23396865451873,18.233968654518733,10.50039065216233,3.0
22.156445872030588,6.1247388372925515,9.281184709323139,15.843554127969414,4.0,3.0
40.78199539885729,13.445498849714323,37.0,38.44549884971432,12.79057306148282,3.0
29.698369661533754,8.698369661533755,30.0,44.20652135386498,4.20652135386498,3.0
33.17268354142278,12.0,21.345367082845556,19.0,2.0,3.0
13.061795315820762,14.938204684179238,19.40730702626886,31.0,7.469102342089619,3.0
18.02421708831204,16.97578291168796,35.03632563246806,23.03632563246806,10.02421708831204,3.0
46.56662705273909,22.43337294726091,18.133254105478184,39.86674589452182,10.566627052739092,3.0
22.955730378125537,26.0,6.044269621874465,34.47786518906277,3.4210224360285273,3.0
40.54495598394524,5.0,33.91008803210951,41.0,17.910088032109513,3.0
35.85751765052544,29.3218970631568,33.46437941263136,22.07124117473728,3.46437941263136,3.0
16.751409901336764,39.0,9.751409901336764,20.502819802673528,7.757049506683823,3.0
23.009533877420946,18.99523306128953,12.995233061289527,46.004766938710475,16.0,3.0
30.62124906635852,16.29124989626206,42.29124989626206,6.582499792524116,16.329999170096464,3.0
30.652933715924835,6.760299713056373,20.239700286943627,27.82646685796242,17.305867431849673,3.0
26.186392683382348,11.0,28.0,48.25088585329412,8.125442926647061,3.0
44.712863387580725,16.0,47.79900437130651,23.172281967451568,15.028713661241927,3.0
13.474148201915927,14.525851798084073,23.644388848563054,44.0,5.0,3.0
44.20456492471992,5.0,17.077261045168047,33.28182596988797,14.077261045168047,3.0
43.0,11.72026894718762,17.51189242112495,34.232161368312575,8.255946210562476,3.0
40.32408841274819,18.35182317450363,13.0,36.0,14.351823174503629,3.0
25.85072845795368,19.298543084092646,5.298543084092645,43.0,5.149271542046322,3.0
43.12454652662668,10.208383719263702,7.416767438527405,51.37484884220889,17.16646512294519,3.0
18.57700990429561,16.0,11.308039617182441,43.57700990429561,3.5770099042956103,3.0
44.52927613591494,13.15690795469502,11.0,29.843092045304978,7.627631818780081,3.0
35.349323850545645,24.37330962636412,21.650676149454352,40.650676149454355,11.325338074727176,3.0
19.135290475579122,8.405871426737368,18.458838097683508,31.270580951158244,3.7294190488417542,3.0
17.88448536852971,32.70517154382343,4.098276152058856,26.0,15.672231301128923,3.0
30.77043014205607,8.459139715887854,21.15564521308411,39.54086028411214,4.614784928971964,3.0
21.894989856365292,15.10501014363471,8.0,29.894989856365292,2.4200405745388367,3.0
35.42220474664228,19.688818986569117,12.0,37.0,6.733385760073162,3.0
38.97213220014994,31.972132200149947,20.888528800599783,14.777057601199566,1.9721322001499457,3.0
29.196170536119812,4.607658927760376,41.0,44.70574419582028,13.588511608359436,3.0
22.22304530960736,20.111522654803682,5.0,45.05576132740184,4.05576132740184,3.0
51.78771184143788,9.458898308366017,22.705508458169916,19.294491541830084,4.212473286313939,3.0
20.98031823852772,21.0,19.20787270458891,34.0,2.6039363522944563,3.0
46.16717273704076,31.167172737040758,18.749240894438863,39.582068157398105,7.91641363147962,3.0
39.0,21.202928713502406,18.0,22.405857427004815,2.3985356432487963,3.0
42.65787379244607,7.228084138369288,11.885957930815355,30.0,4.981589195327076,3.0
41.19121870292805,19.095609351464024,28.38243740585609,44.80878129707195,8.71317194560793,3.0
10.0,10.466389802485493,7.466389802485493,44.34979235186412,3.883402549378627,3.0
47.45230661429064,15.45230661429064,41.095386771418724,32.52306614290639,11.095386771418722,3.0
40.0,19.2106925911545,10.408019443365875,42.197326852211376,18.408019443365877,3.0
21.98179409062373,16.98179409062373,18.954485226559328,11.0,10.945382271871193,3.0
49.50381112713146,25.496188872868537,5.496188872868538,45.00762225426293,8.759527817828655,3.0
25.939496523897702,8.0605034761023,17.1210069522046,48.0605034761023,13.818489571693103,3.0
14.17963437867049,21.880243747553006,15.119756252446994,20.820365621329508,1.059878126223497,3.0
44.1925208525457,3.3850417050914,36.0,30.8074791474543,13.3850417050914,3.0
25.0,17.32398905769633,8.0,28.568014589738222,4.784007294869111,3.0
31.206765997956683,19.0,28.793234002043317,49.0,6.206765997956683,3.0
40.691453569762444,2.8457267848812213,24.07713660755939,35.07713660755939,14.84572678488122,3.0
30.947624811900155,22.579374686500262,22.947624811900155,28.631749874600104,2.6841250626999473,3.0
29.959569515308797,28.87870854592639,6.919139030617594,40.9595695153088,3.080860969382406,3.0
25.0,25.0,4.0,16.0,2.0162133979605725,3.0
20.728160629342607,26.836896377605566,12.891264251737043,45.598046615446265,23.02624813537528,3.0
16.525851171068563,26.17528372368952,6.474148828931437,16.82471627631048,3.824716276310479,3.0
28.0,3.6955996603106884,27.543399490466033,33.391199320621375,6.0,3.0
12.044705185239572,27.776474073802145,5.910589629520858,29.04470518523957,2.955294814760429,3.0
47.02302447746194,17.092097909847748,20.023024477461938,96.97697552253807,18.723706270456756,3.0
25.0,26.83361572575067,3.083192137124665,18.750423588626006,3.916807862875335,3.0
48.35583211230144,29.67791605615072,27.64416788769856,14.288335775397123,2.3220839438492806,3.0
27.988010247448035,40.25299743813799,11.735012809310044,20.0,4.0,3.0
21.90066734219073,1.0,11.397330631237077,41.702002026572195,4.397330631237077,3.0
28.0,2.991412367445199,26.487118551167796,31.982824734890396,6.0,3.0
32.069514472405295,1.0,7.2085434172158855,49.96524276379735,9.034757236202648,3.0
47.71118614997592,34.85016883744583,19.85559307498796,41.71118614997592,8.42779653749398,3.0
24.472853943807333,11.018097370795111,41.96380525840978,48.50904868539755,9.472853943807335,3.0
39.0,6.905083322188879,36.63502777406296,22.28475003343336,15.72994445187408,3.0
30.683451314754834,23.0,27.26619474098066,24.63309737049033,5.949646055735494,3.0
47.07086373494334,30.0,25.0,20.517715933735836,3.0,3.0
47.0,25.55528229964954,16.55528229964954,37.518427433216516,7.963145133566973,3.0
39.47139181343872,42.85354386007904,15.61784795335968,42.52860818656128,7.0,3.0
39.601614060437605,19.796771879124794,12.406456241750414,35.0,4.601614060437603,3.0
20.874894854263687,15.708368381912104,4.291631618087895,38.41673676382421,4.291631618087895,3.0
27.059417489037557,21.0,18.881165021924886,36.82174753288733,3.0,3.0
30.0,24.671169101919673,8.644154490401634,49.0,12.01350730575902,3.0
37.434692152813476,3.0,11.717346076406736,24.641326961796633,7.641326961796632,3.0
28.859017949428875,24.140982050571125,7.429508974714437,29.570491025285563,4.711473075856686,3.0
13.810039115975867,16.0,14.810039115975867,9.759843536096533,4.810039115975867,3.0
22.919843349034295,13.0,5.386771100643803,21.693385550321903,2.0,3.0
30.435225978886244,2.564774021113757,10.347161031670636,44.78238701055688,6.652838968329364,3.0
45.51124558939574,23.0,14.488754410604255,42.48875441060426,10.02249117879149,3.0
52.7891115857307,16.848638948216337,34.84863894821634,35.302722103567326,7.0,3.0
28.0,20.385251356631706,5.596312839157926,39.80737432168415,6.0,3.0
8.658335859416415,9.170832070291793,30.438890572944278,41.39027735676393,4.780554713527862,3.0
23.59304873799531,19.88957310699297,17.0,21.296524368997655,1.7034756310023438,3.0
33.72946742634298,3.811597720971069,8.082130294628092,40.45893485268596,9.0,3.0
17.381221185382817,10.618778814617183,23.381221185382817,46.38122118538281,13.85633644385155,3.0
19.341750440746075,1.3354376101865193,27.33543761018652,46.658249559253925,6.664562389813481,3.0
28.0,17.782426100186335,16.945606525046585,18.581590212430125,14.472803262523293,3.0
30.231579237042006,41.768420762957994,9.0,23.84736885556301,4.0,3.0
28.7147684992348,2.0,4.904922833078267,27.904922833078267,2.285231500765198,3.0
14.422830139927916,15.422830139927916,23.73150958021625,25.84566027985583,7.577169860072084,3.0
32.29697742441491,7.0,8.432325808138303,40.5676741918617,5.864651616276608,3.0
41.653319638848764,10.0,19.768879759232508,15.306639277697526,14.884439879616254,3.0
36.098525243193926,23.580294951361214,15.839410097277568,50.0,4.0,3.0
48.40908812048574,25.40908812048574,17.045440602428705,22.227264361457223,8.636352481942964,3.0
31.996170865066183,15.003829134933817,10.984683460264735,41.99234173013237,11.996170865066183,3.0
28.722901187280264,31.722901187280264,19.0,12.0,1.0,3.0
39.7873354729293,16.0,21.39366773646465,28.818996790606057,3.606332263535352,3.0
29.46290602205231,14.84569799264923,17.617208029403077,36.46290602205231,14.0,3.0
32.13484913362693,22.0,7.134849133626927,33.86515086637307,15.134849133626927,3.0
17.422854545531592,6.0,22.346030303073107,4.461587878770757,26.521115958891638,3.0
11.983332893066017,1.5083335534669917,8.254166776733495,44.01666710693398,4.254166776733496,3.0
47.43673849137676,0.7183692456883781,22.71836924568838,36.79592311422095,5.718369245688378,3.0
8.611968199711676,11.626861685755475,44.86569157122263,42.13430842877737,8.373138314244525,3.0
19.0,5.73812984670589,1.57122091976466,20.52374030658822,6.95251938682356,3.0
48.350822904031226,1.6491770959687742,36.29835419193755,41.70164580806245,16.675411452015613,3.0
38.68404796681487,9.877301355456751,34.12269864454325,34.7546027109135,11.877301355456751,3.0
17.474121992023807,7.649414661349204,33.350585338650795,31.87646334662699,8.701170677301592,3.0
15.0,17.81264727457388,22.374705450852243,31.374705450852243,3.093676362713061,3.0
36.01354935732436,18.337849785774786,11.675699571549572,39.31075107112607,14.0,3.0
49.72838811723881,3.4567762344776183,4.086447531044763,47.18516435171643,10.086447531044763,3.0
31.30143435886967,28.602868717739344,8.301434358869672,31.20573743547869,3.698565641130328,3.0
41.21223889857875,12.097134458010247,35.55755222028425,48.55755222028425,4.442447779715749,3.0
30.612153510349394,8.975076997700135,46.562307505749665,46.975076997700135,8.95015399540027,3.0
17.322682850162824,12.677317149837174,6.322682850162825,38.0,2.9680485504884757,3.0
41.0,4.526636178764132,20.18340955308967,32.7100457318538,15.763318089382066,3.0
16.8020749392382,16.0,24.50259367404775,17.598962530380902,5.5989625303809,3.0
13.886963877549196,17.886963877549196,25.113036122450804,22.22607224490161,2.1130361224508043,3.0
21.15567270624507,24.15567270624507,6.532981881264783,18.688654587509856,3.8443272937549278,3.0
35.087548995114005,24.53761432193268,11.53761432193268,78.92477135613464,16.63748366829533,3.0
67.6953916311193,16.927188841492406,8.390783262238607,41.0,9.2317972103731,3.0
30.74042694044352,21.160284626962348,5.0,26.679430746075305,7.160284626962347,3.0
29.101430346337906,8.101430346337908,30.0,46.59427861464837,6.594278614648367,3.0
36.44144243071342,21.441442430713426,10.11711513857315,38.44144243071342,8.558557569286576,3.0
59.0,12.738650669695476,35.70453973212181,40.14773013393909,9.355062227076449,3.0
16.0,1.5844108098747962,5.792205404937398,38.03897297531301,3.2077945950626017,3.0
5.56891472428402,8.28445736214201,6.0,121.18182177359769,33.69794570784613,3.0
37.310910070340924,1.031091007034092,32.937817985931815,3.0,9.062182014068185,3.0
20.545626758049373,9.272813379024686,8.727186620975314,18.727186620975314,3.7271866209753135,3.0
35.983816576133734,10.0,26.9757248642006,11.983816576133734,11.951449728401203,3.0
19.61304663929615,5.0,11.693476680351925,25.693476680351925,8.097952285686768,3.0
24.36820960880937,17.736419217618735,5.0,26.895371173571895,6.736419217618737,3.0
14.26668803274498,15.73331196725502,15.26668803274498,9.0,4.733311967255021,3.0
14.572745260040715,8.942725473995928,24.71362736997964,80.88545094799186,3.931896983610754,3.0
71.6123460808587,16.93539101347645,43.38765391914129,39.1292179730471,12.741564053905803,3.0
27.490566262019527,7.660377508013018,9.0,40.49056626201953,8.0,3.0
46.72314477410572,28.446289548211446,29.553710451788554,16.584717161158583,3.5537104517885556,3.0
35.896649779191755,20.448324889595877,19.0,45.55167511040412,13.827512665606184,3.0
47.23142040772982,28.537159184540357,19.0,42.46284081545964,4.921448980675446,3.0
19.0,9.492685982500905,48.98537196500181,50.0,10.0,3.0
9.398983831347,18.54923787351025,32.54923787351025,15.549237873510249,35.84974595783675,3.0
24.964190432888223,25.071619134223553,4.0,16.071619134223553,2.0358095671117757,3.0
37.08766277021439,6.719156925535977,17.096590152124815,115.44724123298238,8.184252922339207,3.0
46.542615318160195,11.914769363679607,31.255691908961182,43.170461272640786,4.4573846818398035,3.0
23.903193878783746,11.225798469695937,5.451596939391873,47.45159693939188,6.0,3.0
48.65794143053261,30.0,25.0,20.914485357633154,3.0,3.0
17.124889120294508,28.2917036265685,4.708296373431502,30.2917036265685,3.4165927468630053,3.0
37.0,1.0827889415508989,17.586055292245504,30.165577883101797,9.165577883101797,3.0
13.253155570296684,5.313288892574171,21.68671110742583,37.879733355445026,13.707327941961957,3.0
46.01093942619208,28.50546971309604,29.0,17.0,3.0,3.0
49.0,12.260830978181218,18.0,37.695623233635914,3.4347922554546955,3.0
45.04572384853758,13.969517434308282,14.954276151462421,39.96951743430828,5.969517434308281,3.0
39.333843402654665,17.664626389381347,30.666156597345335,48.0,8.001530207963992,3.0
29.844007542675072,30.31198491464986,18.155992457324928,12.0,1.8440075426750706,3.0
32.954019740124586,12.068970389813117,9.0,45.06897038981312,4.954019740124589,3.0
22.92926219398026,15.214147561203948,13.0,45.571704877592104,3.214147561203948,3.0
29.0648756861444,21.0,18.0648756861444,33.4675621569278,3.0,3.0
7.8268398649880195,10.038960810071881,40.0,8.0,40.0,3.0
46.91098561014797,25.089014389852032,10.772253597463008,27.22774640253699,5.289892224189671,3.0
23.131535553900704,18.736928892198595,6.263071107801407,28.736928892198595,10.0,3.0
48.08846073639147,8.044230368195734,25.867308895412798,29.08846073639147,8.867308895412798,3.0
34.67475172978713,5.325248270212866,29.337375864893566,44.32524827021287,5.591208095418099,3.0
26.551874780532707,43.79250087786917,10.448125219467293,27.65562434159812,5.896250438934587,3.0
32.53167381582379,1.873304736704855,25.936652368352426,30.531673815823787,6.0,3.0
34.0,3.350202152291925,33.35020215229193,41.0,13.0,3.0
34.161240065986384,16.67751986802723,11.322480131972771,47.35503973605446,18.0,3.0
22.0,42.8077392100131,5.403869605006548,17.615478420026193,5.172912764954161,3.0
39.802063842746044,16.604127685492088,22.197936157253956,45.197936157253956,5.462305830470793,3.0
21.929278940263497,9.964639470131749,8.070721059736503,18.0,3.0353605298682513,3.0
34.40884273757707,21.704421368788534,11.408842737577071,31.886735893634395,9.0,3.0
40.228377760330524,2.228377760330524,31.228377760330524,32.42905559917369,9.0,3.0
45.641635780147986,14.238909479901341,17.23890947990134,45.88054526004933,9.761090520098659,3.0
50.0,7.936969617921071,33.126060764157856,44.93696961792107,16.810908853763213,3.0
24.04695137952646,19.781219448189418,26.60939027590529,30.0,3.390609724094708,3.0
26.00025474481428,29.00025474481428,6.999490510371437,30.0,4.0,3.0
40.13143689249278,14.262873784985553,14.525747569971104,33.73712621501445,4.0,3.0
26.34971569919457,14.349715699194569,41.950852902416294,33.0,23.325142150402716,3.0
26.4606121864222,20.5393878135778,15.5393878135778,24.190918279633298,1.7303060932110994,3.0
19.75623769850694,18.0,16.0,19.487524602986124,2.0,3.0
59.43580612681731,15.145268708939103,25.217903063408656,42.290537417878205,3.0726343544695514,3.0
20.592600815140724,2.0,25.0,33.59260081514072,4.398150203785181,3.0
19.340765144361896,26.01114771654284,4.329617427819053,26.0,2.670382572180947,3.0
42.10819779736687,29.054098898683435,26.783604405266257,26.054098898683435,2.0,3.0
41.942701405696155,10.942701405696159,7.0286492971519205,38.02864929715192,3.0286492971519205,3.0
38.22019029994121,10.389904850029396,18.169714550088184,32.0,2.389904850029395,3.0
20.206254755439172,40.40208491847972,9.989575407601379,19.19583016304055,10.206254755439172,3.0
54.63620901638252,20.675368852462135,14.714528688541744,71.70147540984854,4.796892406475477,3.0
50.76156093043571,7.895375627825717,14.238439069564294,37.0,8.552312186087141,3.0
28.0,19.207257455371064,26.396371272314468,25.792742544628936,3.3963712723144672,3.0
50.0,3.0,30.45993167928673,32.432054656570614,10.891986335857347,3.0
29.52737367620877,8.0,18.208939485686845,27.791060514313155,13.736313161895614,3.0
41.943983587827134,11.0,14.985995896956783,39.01400410304321,6.603511242087844,3.0
40.6687056621426,22.5562352207142,14.0,31.4437647792858,10.0,3.0
50.0,8.095852100584938,24.794469467446586,31.698617366861647,16.794469467446586,3.0
34.6696746384988,42.334837319249395,11.556558212832932,34.55655821283293,6.886883574334137,3.0
48.58062935023582,9.838741299528369,15.161258700471631,45.741888050707445,8.580629350235816,3.0
18.76123724989073,13.0,7.522474499781461,24.76123724989073,6.044948999562923,3.0
41.39681542988732,18.465605143295775,11.32802571647887,22.534394856704225,1.7331566495626827,3.0
44.398133296663,33.38879977997797,23.79626659332599,31.8009333516685,3.8009333516685024,3.0
49.59334408281809,19.5311146942727,5.0,22.937770611454603,9.406655917181906,3.0
40.92460393584549,30.811509839613723,10.07539606415451,43.92460393584549,4.113094096231765,3.0
26.17432241896886,7.17432241896886,22.564193952577853,36.91283879051557,13.17432241896886,3.0
30.0,24.039436439519218,4.039436439519217,20.960563560480782,2.0,3.0
48.59015694441029,8.295078472205144,25.114764583384563,29.59015694441029,8.114764583384563,3.0
31.980396192329422,9.009801903835289,17.029405711505866,37.00980190383529,7.970594288494134,3.0
64.43003045830449,1.8575076145761216,23.85750761457612,42.569969541695514,10.0,3.0
30.496071460700637,17.007857078598725,13.007857078598724,47.511785617898084,16.503928539299363,3.0
18.96254039918931,5.0,6.037459600810689,22.074919201621377,4.0,3.0
34.13060038729725,18.065300193648625,11.673499031756876,33.0,10.934699806351375,3.0
35.2906097134918,9.83756114603281,17.16243885396719,37.418780573016406,14.290609713491797,3.0
44.22860265733934,7.314192027981997,5.7713973426606655,46.085589370642666,8.542794685321331,3.0
22.263803482985345,43.47239303402931,8.0,30.31901741492673,3.0,3.0
30.30701007601327,21.846494961993365,10.0,9.460515114019906,16.0,3.0
57.32372676716947,6.0,25.0,40.54322954773739,13.0,3.0
31.064279976654724,20.935720023345276,27.064279976654724,31.742880093381107,8.935720023345276,3.0
48.82600027948032,13.695998882078737,26.0,47.0,5.652000558960632,3.0
11.352286689090596,16.88257110363647,23.647713310909403,16.352286689090597,9.552648201265605,3.0
39.60056083408663,26.0,28.099859791478345,40.39943916591337,2.1997195829566865,3.0
27.456012849044793,17.456012849044793,9.912025698089584,40.368038547134375,8.0,3.0
36.16991300057967,20.584956500289834,20.245130499130497,28.16991300057967,2.5849565002898345,3.0
28.0,3.4365321339981616,10.845201799002757,42.43653213399816,6.154798200997243,3.0
34.01728935038253,17.017289350382534,12.976947532823289,19.994236883205822,8.994236883205822,3.0
22.792464339959214,33.264154779986406,5.52830955997281,34.47169044002719,3.0,3.0
44.72567271403705,10.274327285962949,19.628363570185257,32.27432728596295,3.274327285962949,3.0
46.98890352883347,10.022192942333064,11.0,32.0,4.483355293250202,3.0
28.661587418010853,3.323174836021707,15.338412581989147,46.01523774596744,12.661587418010853,3.0
37.14859006679479,19.370281986641043,16.740563973282086,48.0,9.259436026717914,3.0
38.0,12.865898971031479,20.154531961375305,34.422734019312344,9.711367009656174,3.0
26.837614641440204,2.290596339639949,24.709403660360053,30.290596339639947,5.709403660360051,3.0
68.63571339866277,6.878571132887592,26.850002069786857,38.27142679732555,13.121428867112408,3.0
26.508310549768414,7.98891926697545,17.508310549768414,24.491689450231586,2.005540366512275,3.0
43.0,23.580066585776166,10.160133171552333,26.419933414223834,7.1299001213357505,3.0
24.012908848658107,25.78192761187865,4.794836460536757,45.0,18.205163539463243,3.0
47.8812608239527,32.64378247185811,15.881260823952704,34.76252164790541,7.237478352094593,3.0
20.520039497860278,6.760019748930138,1.5200394978602767,21.140029623395208,8.380009874465069,3.0
35.50425247412979,41.16524917529007,10.83475082470993,22.495747525870208,5.834750824709931,3.0
20.771344936292323,18.657017404438484,13.885672468146161,45.77134493629232,4.885672468146161,3.0
58.901088560758204,5.098911439241795,39.098911439241796,39.35163284113731,15.450544280379102,3.0
29.24688393175157,9.259348204745294,24.75311606824843,27.24688393175157,4.987535727006275,3.0
34.40300832031796,6.064661119788028,14.266165279947007,7.532330559894014,7.733834720052993,3.0
45.757307904360054,12.970768382559774,10.514615808720112,32.0,3.0,3.0
16.287529993592948,14.287529993592948,10.931294990389421,30.643764996796474,2.287529993592948,3.0
28.343616381494037,32.687232762988074,9.0,31.32819180925298,3.656383618505961,3.0
34.691955539892575,5.308044460107427,29.345977769946288,44.308044460107425,5.583533283056535,3.0
26.809388311498292,17.793741125667808,10.19061168850171,47.20625887433219,4.396870562833903,3.0
36.10045008269007,4.0,32.0,46.95981996692397,11.020090016538013,3.0
25.796457152833945,10.0,16.398228576416972,26.0,2.1946857292509154,3.0
40.70887257204948,17.582254855901045,14.0,35.70887257204948,4.645563713975261,3.0
32.0,3.8042519342020356,6.293622098696947,32.90212596710102,6.804251934202036,3.0
39.0,28.38221489725923,8.764429794518463,32.42667765411115,8.617785102740768,3.0
24.454686099878277,16.727343049939137,21.454686099878277,36.18202914981742,6.545313900121723,3.0
